message_id,raw_text,clean_text,channel,language,sender_id,receiver_id,sender_role,timestamp,attack_label,manipulation_tactic,intent_stage,source_dataset,confidence_label
ea47a924-6b3b-4246-907e-949116dbad97,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.","I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
867f12a8-6783-485a-b51a-0dd079576ee2,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",sms,en,unknown,unknown,unknown,,smishing,reward,exploit,uci_sms,high
f392a7d3-b351-438c-8a3a-b59fde18a87b,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",sms,en,unknown,unknown,unknown,,smishing,urgency,exploit,uci_sms,high
33b59ca6-298c-481a-906e-d43ff461d229,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
af4721c5-b423-42f2-93af-59134196360c,I HAVE A DATE ON SUNDAY WITH WILL!!,I HAVE A DATE ON SUNDAY WITH WILL!!,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
487731d2-d2cd-4a16-97f4-1b8cc34fb891,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL","XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",sms,en,unknown,unknown,unknown,,smishing,none,exploit,uci_sms,high
0e2ba6ff-6c97-4c27-a31a-61c503ae4d4f,Oh k...i'm watching here:),Oh k...i'm watching here:),sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
b62e5bd0-d32a-4a58-b778-4fc973537d4b,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
1a437b2e-2706-43b0-aab9-18d75c294f9b,Fine if thats the way u feel. Thats the way its gota b,Fine if thats the way u feel. Thats the way its gota b,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
f3e497cd-a0cc-462a-ab39-3ce748c9af81,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+","England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",sms,en,unknown,unknown,unknown,,smishing,none,exploit,uci_sms,high
be6699c8-257a-4c40-89a2-5d5798a4a0e9,Is that seriously how you spell his name?,Is that seriously how you spell his name?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
906007e5-7976-47c9-aa56-99d7cf4fef4d,I‘m going to try for 2 months ha ha only joking,I‘m going to try for 2 months ha ha only joking,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
c1353eb1-8a16-4ac6-8833-fb3c5071f2c8,So ü pay first lar... Then when is da stock comin...,So ü pay first lar... Then when is da stock comin...,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
88a0548d-9072-46c1-b995-f9e4a4781799,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
a81c1b1e-f0a7-487b-afc1-63d4c5e3e10c,Ffffffffff. Alright no way I can meet up with you sooner?,Ffffffffff. Alright no way I can meet up with you sooner?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
e488f07b-ffb9-4559-ab4d-b0fd8156f1d2,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
a0e877ca-9a01-4365-a76e-2649812672f9,Lol your always so convincing.,Lol your always so convincing.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
cf19de00-5338-43a8-8af6-a570b0619aa1,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
88f84fe6-75b1-4e7b-82fb-c8fd9cb3c99f,"I'm back &amp; we're packing the car now, I'll let you know if there's room","I'm back &amp; we're packing the car now, I'll let you know if there's room",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
1874df4b-b00f-4a19-89b5-c04168b36179,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
ae58f31d-272c-4f25-a675-fbc616e9f91d,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us","Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
5760fb8f-74bc-49a8-af4b-dbd92f6922b3,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
6cca63c9-a40f-4b0d-9652-5ba554b26f26,K tell me anything about you.,K tell me anything about you.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
ae3f4c4a-2edf-41c6-9ca0-52ba5a074c97,For fear of fainting with the of all that housework you just did? Quick have a cuppa,For fear of fainting with the of all that housework you just did? Quick have a cuppa,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
b34839d8-24dd-43bf-8d2a-55f0d19b3251,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,sms,en,unknown,unknown,unknown,,smishing,fear,exploit,uci_sms,high
1c0236e8-a799-4b2a-8a37-0cd4f5cab2a1,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
775c2ee3-9f42-4078-a07b-b6133266f930,"Oops, I'll let you know when my roommate's done","Oops, I'll let you know when my roommate's done",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
b4623bf3-cb39-4b72-b4f3-c59ca5cb2dbf,I see the letter B on my car,I see the letter B on my car,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
917f01f0-1411-4478-b094-a08dc64b63be,Anything lor... U decide...,Anything lor... U decide...,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
4648bd01-03d7-40d4-9e09-0e6d26d7cd6e,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
e1c12eee-c8da-427d-a582-92b593d9fcbf,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
5727240c-9e98-4f23-aa58-f7965efb7e1f,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy","Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
11fa5a27-4d82-4cf4-aaa6-fff37592e457,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,sms,en,unknown,unknown,unknown,,smishing,urgency,exploit,uci_sms,high
0028b08a-d1d9-412b-a327-a582e5f7b85f,WHO ARE YOU SEEING?,WHO ARE YOU SEEING?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
dcb8bd2b-fb1e-4437-9a76-2dad224e8c9c,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,Great! I hope you like your man well endowed. I am &lt;#&gt; inches...,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
57bae147-1041-449d-8302-0dc779e5dd9d,No calls..messages..missed calls,No calls..messages..missed calls,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
732a9e7a-b26b-4e78-8eb5-f010c3df9488,Didn't you get hep b immunisation in nigeria.,Didn't you get hep b immunisation in nigeria.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
294517b5-aa40-4435-aa00-86ab7d89670b,"Fair enough, anything going on?","Fair enough, anything going on?",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
17b9b62f-fcd5-4f07-bafe-c1b294b22250,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit","Yeah hopefully, if tyler can't do it I could maybe ask around a bit",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
92a3749d-08ce-4fc6-98c9-45789eb4663c,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
49f45a4c-b384-430b-a9fd-4bfba8cfedaa,What you thinked about me. First time you saw me in class.,What you thinked about me. First time you saw me in class.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
6533cf58-c042-4d1e-b012-941fe8b81928,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;","A gram usually runs like &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for &lt;#&gt;",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
e5288342-6427-48a0-b560-cc06a9a7f948,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
c8531df7-8385-4ae1-bb26-591ea6744b59,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.","Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
e20ccb07-8750-4551-92c6-63ea232e7dab,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,sms,en,unknown,unknown,unknown,,smishing,reward,exploit,uci_sms,high
9381184e-3512-4fc0-93da-9ef3354250f2,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,Do you know what Mallika Sherawat did yesterday? Find out now @ &lt;URL&gt;,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
95a77347-3a40-453c-92c9-2d67d10e265f,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",sms,en,unknown,unknown,unknown,,smishing,urgency,exploit,uci_sms,high
d11063d1-dae4-4e17-85c7-1aca28e04907,"Sorry, I'll call later in meeting.","Sorry, I'll call later in meeting.",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
577dad20-060a-443f-a030-7f2efb45e250,Tell where you reached,Tell where you reached,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
972944c0-6850-48d9-8811-846a4aa63e1a,Yes..gauti and sehwag out of odi series.,Yes..gauti and sehwag out of odi series.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
5b384894-abb7-49ba-bc1a-b9fcc2d3dfc2,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
2d4e8561-3bee-4b2f-b557-bd78ed5648bc,Ha ha ha good joke. Girls are situation seekers.,Ha ha ha good joke. Girls are situation seekers.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
e0eb80eb-cc48-4b55-aa6a-94d8e5e22255,Its a part of checking IQ,Its a part of checking IQ,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
1395a2d3-7dbd-4697-b7fc-22708bed2516,"Sorry my roommates took forever, it ok if I come by now?","Sorry my roommates took forever, it ok if I come by now?",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
5195b020-d200-4039-b8a6-ef4e1bbbfe81,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
5d868ec8-7add-4b51-a37c-c3e74425219e,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589","As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",sms,en,unknown,unknown,unknown,,smishing,reward,exploit,uci_sms,high
ecc613fd-cf62-4348-b3ab-2f9a2cd13747,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...","Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
d8b28a7a-c61d-446d-9f99-7390d9824461,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ","Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",sms,en,unknown,unknown,unknown,,smishing,urgency,exploit,uci_sms,high
d06fde34-2dbe-4952-8840-88773fa6e174,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!","Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",sms,en,unknown,unknown,unknown,,smishing,none,exploit,uci_sms,high
5e044702-dfa3-4dbf-893d-d4efb4f6cedb,I plane to give on this month end.,I plane to give on this month end.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
7db276b6-f7c8-4902-9065-16011a964130,Wah lucky man... Then can save money... Hee...,Wah lucky man... Then can save money... Hee...,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
59d286c4-5b2c-4362-8b48-33b447851e3f,Finished class where are you.,Finished class where are you.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
4f5b8229-5279-466a-93ff-1527ced1d54f,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
60911d98-2dd0-4782-9d8d-7c7688b74ad7,K..k:)where are you?how did you performed?,K..k:)where are you?how did you performed?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
32653832-f5f9-41f4-bf1e-7f8cc8673950,U can call me now...,U can call me now...,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
05c37435-3cdf-4df7-9a2d-8c986a91f995,I am waiting machan. Call me once you free.,I am waiting machan. Call me once you free.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
96a1d150-987b-4e3f-b48f-6eec1d9bef29,Thats cool. i am a gentleman and will treat you with dignity and respect.,Thats cool. i am a gentleman and will treat you with dignity and respect.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
d317e4be-200f-4f46-b840-107a5f383595,I like you peoples very much:) but am very shy pa.,I like you peoples very much:) but am very shy pa.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
f78cc049-84cc-4b14-872d-948419dfaa20,Does not operate after  &lt;#&gt;  or what,Does not operate after &lt;#&gt; or what,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
cbec644c-586a-4303-bb39-539315ecb457,Its not the same here. Still looking for a job. How much do Ta's earn there.,Its not the same here. Still looking for a job. How much do Ta's earn there.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
f9e53778-ff5d-4762-9845-ba99bb91bbaa,"Sorry, I'll call later","Sorry, I'll call later",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
0a9f8fed-44d6-44ba-b691-c511842c0858,K. Did you call me just now ah?,K. Did you call me just now ah?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
ee14662c-6861-418b-b424-e81761f2cb27,Ok i am on the way to home hi hi,Ok i am on the way to home hi hi,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
c1cf8dc3-55cb-44ac-a580-9cc6cb878f53,You will be in the place of that man,You will be in the place of that man,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
ca059584-1235-4682-bca9-7b407eadee94,Yup next stop.,Yup next stop.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
8291ba6b-951f-4a5c-99d2-502f565fe185,"I call you later, don't have network. If urgnt, sms me.","I call you later, don't have network. If urgnt, sms me.",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
017709b5-b7c9-44a0-be34-75652c815618,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
c6b49b24-4e04-44a1-9149-ab24f23cb2fb,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
96489116-2e23-4338-a697-4c2069b91136,I'm really not up to it still tonight babe,I'm really not up to it still tonight babe,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
91b2ed13-1bfa-4d55-9854-6d96c299f471,"Ela kano.,il download, come wen ur free..","Ela kano.,il download, come wen ur free..",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
8224c873-b38d-4706-a2bb-94d2553d65ab,Yeah do! Don‘t stand to close tho- you‘ll catch something!,Yeah do! Don‘t stand to close tho- you‘ll catch something!,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
0c81b602-ff0e-4b0d-a721-76f50252b2e4,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
7638a060-c39f-461c-ba39-db7f9fefc2b9,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
60b2b2a5-c984-43fb-9165-8d33259276e9,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,sms,en,unknown,unknown,unknown,,smishing,reward,exploit,uci_sms,high
c40a1239-f122-4baf-bd5b-8bbb01e05b69,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
3c5663dc-db1b-4fa5-b2ce-cdc8dda1a4f2,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16","Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",sms,en,unknown,unknown,unknown,,smishing,fear,exploit,uci_sms,high
6ced63db-eeb7-4208-aefa-53c6793eab63,Watching telugu movie..wat abt u?,Watching telugu movie..wat abt u?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
5366c685-74cd-420e-9512-fba7694519ed,i see. When we finish we have loads of loans to pay,i see. When we finish we have loads of loans to pay,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
d320af5e-1dcc-4254-9fc7-ae9e48363155,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""","Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
eff25338-efb5-4a85-80de-f02260d409fa,I see a cup of coffee animation,I see a cup of coffee animation,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
5a3afbc2-b9ce-4be9-a9ec-f898680454ec,Please don't text me anymore. I have nothing else to say.,Please don't text me anymore. I have nothing else to say.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
62aed7b4-fb1a-4d7d-bad0-cb9aaf535b1b,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
54861161-b52f-468c-8268-0d2a3114b18a,I'm still looking for a car to buy. And have not gone 4the driving test yet.,I'm still looking for a car to buy. And have not gone 4the driving test yet.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
